"","drug","model.id","response_type","value"
"502","CARBOPLATIN","M25.1.F47","best.average.response","-3.8996"
"503","CARBOPLATIN","M25.1.F47","slope","-13.3974"
"504","CARBOPLATIN","M25.1.F47","AUC","159.8472"
"505","CARBOPLATIN","M25.1.F47","survival","90.0000"
"506","TAXOL","M35.1.F47","mRECIST","CR"
"507","TAXOL","M35.1.F47","best.average.response","-85.9154"
"508","TAXOL","M35.1.F47","slope","-85.7555"
"509","TAXOL","M35.1.F47","AUC","37.8580"
"510","TAXOL","M35.1.F47","survival","287.0000"
"511","CFI-402257","M5.1.F49","mRECIST","PD"
"512","CFI-402257","M5.1.F49","best.average.response","61.9237"
"513","CFI-402257","M5.1.F49","slope","86.6204"
"514","CFI-402257","M5.1.F49","AUC","319.6614"
"515","CFI-402257","M5.1.F49","survival","27.0000"
"516","WATER","M5.1.F50","mRECIST","SD"
"517","WATER","M5.1.F50","best.average.response","-7.2906"
"518","WATER","M5.1.F50","slope","89.3130"
"519","WATER","M5.1.F50","AUC","1382.8407"
"520","WATER","M5.1.F50","survival","26.0000"
"521","CFI-402257","M15.2.F50","mRECIST","SD"
"522","CFI-402257","M15.2.F50","best.average.response","-10.2839"
"523","CFI-402257","M15.2.F50","slope","17.2608"
"524","CFI-402257","M15.2.F50","AUC","445.6666"
"525","CFI-402257","M15.2.F50","survival","19.0000"
"526","BMN673","M35.1.F50","mRECIST","SD"
"527","BMN673","M35.1.F50","best.average.response","15.8602"
"528","BMN673","M35.1.F50","slope","73.8689"
"529","BMN673","M35.1.F50","AUC","360.2920"
"530","BMN673","M35.1.F50","survival","64.0000"
"531","CARBOPLATIN","M45.1.F50","mRECIST","PR"
"532","CARBOPLATIN","M45.1.F50","best.average.response","-50.0107"
"533","CARBOPLATIN","M45.1.F50","slope","-82.7493"
"534","CARBOPLATIN","M45.1.F50","AUC","219.4934"
"535","CARBOPLATIN","M45.1.F50","survival","159.0000"
"536","CFI-402257","M5.1.F51","mRECIST","PD"
"537","CFI-402257","M5.1.F51","best.average.response","27.3382"
"538","CFI-402257","M5.1.F51","slope","86.3927"
"539","CFI-402257","M5.1.F51","AUC","547.8070"
"540","CFI-402257","M5.1.F51","survival","40.0000"
"541","WATER","M5.1.F53","mRECIST","SD"
"542","WATER","M5.1.F53","best.average.response","-3.2274"
"543","WATER","M5.1.F53","slope","-27.8662"
"544","WATER","M5.1.F53","AUC","144.4261"
"545","WATER","M5.1.F53","survival","35.0000"
"546","WATER","M6.2.F53","mRECIST","SD"
"547","WATER","M6.2.F53","best.average.response","-37.6205"
"548","WATER","M6.2.F53","slope","-30.1770"
"549","WATER","M6.2.F53","AUC","44.7488"
"550","WATER","M6.2.F53","survival","35.0000"
"551","CFI-402257","M5.1.F56","mRECIST","PD"
"552","CFI-402257","M5.1.F56","best.average.response","41.2101"
"553","CFI-402257","M5.1.F56","slope","77.9604"
"554","CFI-402257","M5.1.F56","AUC","163.6357"
"555","CFI-402257","M5.1.F56","survival","28.0000"
"556","WATER","M5.1.F57","mRECIST","SD"
"557","WATER","M5.1.F57","best.average.response","5.7724"
"558","WATER","M5.1.F57","slope","86.2563"
"559","WATER","M5.1.F57","AUC","363.8805"
"560","WATER","M5.1.F57","survival","30.0000"
"561","BMN673","M15.1.F57","mRECIST","PD"
"562","BMN673","M15.1.F57","best.average.response","35.7926"
"563","BMN673","M15.1.F57","slope","85.1331"
"564","BMN673","M15.1.F57","AUC","472.6426"
"565","BMN673","M15.1.F57","survival","60.0000"
"566","TAXOL + CFI-402257","M5.1.F66","mRECIST","SD"
"567","TAXOL + CFI-402257","M5.1.F66","best.average.response","14.3865"
"568","TAXOL + CFI-402257","M5.1.F66","slope","49.8288"
"569","TAXOL + CFI-402257","M5.1.F66","AUC","179.3760"
"570","TAXOL + CFI-402257","M5.1.F66","survival","57.0000"
"571","WATER","M5.1.F71","mRECIST","PD"
"572","WATER","M5.1.F71","best.average.response","50.7475"
"573","WATER","M5.1.F71","slope","80.7612"
"574","WATER","M5.1.F71","AUC","282.6123"
"575","WATER","M5.1.F71","survival","125.0000"
"576","CFI-400945","M15.1.F71","mRECIST","PR"
"577","CFI-400945","M15.1.F71","best.average.response","-61.1550"
"578","CFI-400945","M15.1.F71","slope","-74.6954"
"579","CFI-400945","M15.1.F71","AUC","72.3700"
"580","CFI-400945","M15.1.F71","survival","77.0000"
"581","TAXOL + CFI-402257","M25.1.F71","mRECIST","CR"
"582","TAXOL + CFI-402257","M25.1.F71","best.average.response","-66.8934"
"583","TAXOL + CFI-402257","M25.1.F71","slope","-74.7858"
"584","TAXOL + CFI-402257","M25.1.F71","AUC","50.4357"
"585","TAXOL + CFI-402257","M25.1.F71","survival","210.0000"
"586","CFI-400945","M5.1.F76","mRECIST","SD"
"587","CFI-400945","M5.1.F76","best.average.response","-4.2646"
"588","CFI-400945","M5.1.F76","slope","45.7720"
"589","CFI-400945","M5.1.F76","AUC","142.6313"
"590","CFI-400945","M5.1.F76","survival","60.0000"
"591","BMN673","M5.1.F77","mRECIST","CR"
"592","BMN673","M5.1.F77","best.average.response","-71.2219"
"593","BMN673","M5.1.F77","slope","-78.6678"
"594","BMN673","M5.1.F77","AUC","57.7214"
"595","BMN673","M5.1.F77","survival","276.0000"
"596","BMN673","M5.1.F78","mRECIST","PR"
"597","BMN673","M5.1.F78","best.average.response","-21.7138"
"598","BMN673","M5.1.F78","slope","-69.2758"
"599","BMN673","M5.1.F78","AUC","131.2729"
"600","BMN673","M5.1.F78","survival","111.0000"
"601","CFI-402257","M5.1.F81","mRECIST","SD"
"602","CFI-402257","M5.1.F81","best.average.response","11.4661"
"603","CFI-402257","M5.1.F81","slope","75.3530"
"604","CFI-402257","M5.1.F81","AUC","241.0585"
"605","CFI-402257","M5.1.F81","survival","25.0000"
"606","WATER","M5.1.F84","mRECIST","SD"
"607","WATER","M5.1.F84","best.average.response","6.8655"
"608","WATER","M5.1.F84","slope","81.9722"
"609","WATER","M5.1.F84","AUC","476.7366"
"610","WATER","M5.1.F84","survival","70.0000"
"611","BMN673","M5.1.F85","mRECIST","PD"
"612","BMN673","M5.1.F85","best.average.response","47.2977"
"613","BMN673","M5.1.F85","slope","85.0272"
"614","BMN673","M5.1.F85","AUC","329.0422"
"615","BMN673","M5.1.F85","survival","41.0000"
"616","CFI-402257","M5.1.F89","mRECIST","PD"
"617","CFI-402257","M5.1.F89","best.average.response","61.9237"
"618","CFI-402257","M5.1.F89","slope","86.6204"
"619","CFI-402257","M5.1.F89","AUC","319.6614"
"620","CFI-402257","M5.1.F89","survival","27.0000"
"621","WATER","M5.1.F101","mRECIST","PD"
"622","WATER","M5.1.F101","best.average.response","32.7306"
"623","WATER","M5.1.F101","slope","87.6354"
"624","WATER","M5.1.F101","AUC","903.4960"
"625","WATER","M5.1.F101","survival","96.0000"
"626","WATER","M6.2.F101","mRECIST","SD"
"627","WATER","M6.2.F101","best.average.response","14.8557"
"628","WATER","M6.2.F101","slope","84.3508"
"629","WATER","M6.2.F101","AUC","455.7053"
"630","WATER","M6.2.F101","survival","82.0000"
"631","ERIBULIN","M15.1.F101","mRECIST","SD"
"632","ERIBULIN","M15.1.F101","best.average.response","-1.3233"
"633","ERIBULIN","M15.1.F101","slope","-17.5697"
"634","ERIBULIN","M15.1.F101","AUC","142.8418"
"635","ERIBULIN","M15.1.F101","survival","104.0000"
"636","CFI-400945","M25.1.F101","mRECIST","SD"
"637","CFI-400945","M25.1.F101","best.average.response","17.6469"
"638","CFI-400945","M25.1.F101","slope","58.5956"
"639","CFI-400945","M25.1.F101","AUC","274.7835"
"640","CFI-400945","M25.1.F101","survival","104.0000"
"641","BMN673","M35.1.F101","mRECIST","SD"
"642","BMN673","M35.1.F101","best.average.response","14.1597"
"643","BMN673","M35.1.F101","slope","77.6973"
"644","BMN673","M35.1.F101","AUC","244.5846"
"645","BMN673","M35.1.F101","survival","47.0000"
"646","CFI-402257","M45.1.F101","mRECIST","PD"
"647","CFI-402257","M45.1.F101","best.average.response","19.1189"
"648","CFI-402257","M45.1.F101","slope","84.3361"
"649","CFI-402257","M45.1.F101","AUC","396.6389"
"650","CFI-402257","M45.1.F101","survival","58.0000"
"651","TAXOL + CFI-402257","M55.1.F101","mRECIST","CR"
"652","TAXOL + CFI-402257","M55.1.F101","best.average.response","-64.6772"
"653","TAXOL + CFI-402257","M55.1.F101","slope","-72.9229"
"654","TAXOL + CFI-402257","M55.1.F101","AUC","44.9064"
"655","TAXOL + CFI-402257","M55.1.F101","survival","202.0000"
"656","BMN673","M5.1.F103","mRECIST","SD"
"657","BMN673","M5.1.F103","best.average.response","15.3250"
"658","BMN673","M5.1.F103","slope","63.4945"
"659","BMN673","M5.1.F103","AUC","187.0590"
"660","BMN673","M5.1.F103","survival","26.0000"
"661","TAXOL","M25.1.F103","mRECIST","SD"
"662","TAXOL","M25.1.F103","best.average.response","-5.3956"
"663","TAXOL","M25.1.F103","slope","-1.7148"
"664","TAXOL","M25.1.F103","AUC","137.3329"
"665","TAXOL","M25.1.F103","survival","90.0000"
"666","CFI-402257","M35.1.F103","mRECIST","CR"
"667","CFI-402257","M35.1.F103","best.average.response","-75.7137"
"668","CFI-402257","M35.1.F103","slope","-64.2089"
"669","CFI-402257","M35.1.F103","AUC","9.4210"
"670","CFI-402257","M35.1.F103","survival","54.0000"
"671","BMN673","M5.1.F104","mRECIST","PR"
"672","BMN673","M5.1.F104","best.average.response","-37.5453"
"673","BMN673","M5.1.F104","slope","-67.2707"
"674","BMN673","M5.1.F104","AUC","92.0760"
"675","BMN673","M5.1.F104","survival","114.0000"
"676","CX5461","M15.1.F104","mRECIST","SD"
"677","CX5461","M15.1.F104","best.average.response","-7.7349"
"678","CX5461","M15.1.F104","slope","-7.7985"
"679","CX5461","M15.1.F104","AUC","70.1930"
"680","CX5461","M15.1.F104","survival","156.0000"
"681","CARBOPLATIN","M5.1.F106","mRECIST","PD"
"682","CARBOPLATIN","M5.1.F106","best.average.response","49.1600"
"683","CARBOPLATIN","M5.1.F106","slope","73.5700"
"684","CARBOPLATIN","M5.1.F106","AUC","157.3580"
"685","CARBOPLATIN","M5.1.F106","survival","27.0000"
"686","BMN673","M15.1.F106","mRECIST","PD"
"687","BMN673","M15.1.F106","best.average.response","42.5903"
"688","BMN673","M15.1.F106","slope","77.2826"
"689","BMN673","M15.1.F106","AUC","248.6943"
"690","BMN673","M15.1.F106","survival","34.0000"
"691","WATER","M5.1.F110","mRECIST","SD"
"692","WATER","M5.1.F110","best.average.response","-0.3554"
"693","WATER","M5.1.F110","slope","84.8191"
"694","WATER","M5.1.F110","AUC","525.0625"
"695","WATER","M5.1.F110","survival","78.0000"
"696","CFI-400945","M15.2.F110","mRECIST","SD"
"697","CFI-400945","M15.2.F110","best.average.response","-13.9665"
"698","CFI-400945","M15.2.F110","slope","-31.6387"
"699","CFI-400945","M15.2.F110","AUC","164.7748"
"700","CFI-400945","M15.2.F110","survival","194.0000"
"701","CFI-400945","M16.3.F110","mRECIST","SD"
"702","CFI-400945","M16.3.F110","best.average.response","-1.2399"
"703","CFI-400945","M16.3.F110","slope","0.7583"
"704","CFI-400945","M16.3.F110","AUC","156.8902"
"705","CFI-400945","M16.3.F110","survival","194.0000"
"706","CX5461","M25.1.F110","mRECIST","SD"
"707","CX5461","M25.1.F110","best.average.response","9.6895"
"708","CX5461","M25.1.F110","slope","40.9443"
"709","CX5461","M25.1.F110","AUC","136.3600"
"710","CX5461","M25.1.F110","survival","177.0000"
"711","WATER","M5.1.F112","mRECIST","PD"
"712","WATER","M5.1.F112","best.average.response","291.3372"
"713","WATER","M5.1.F112","slope","89.5550"
"714","WATER","M5.1.F112","AUC","1925.1655"
"715","WATER","M5.1.F112","survival","26.0000"
"716","BMN673","M25.1.F112","mRECIST","PD"
"717","BMN673","M25.1.F112","best.average.response","43.2779"
"718","BMN673","M25.1.F112","slope","71.4451"
"719","BMN673","M25.1.F112","AUC","296.5232"
"720","BMN673","M25.1.F112","survival","58.0000"
"721","TAXOL + CFI-402257","M45.1.F112","mRECIST","PD"
"722","TAXOL + CFI-402257","M45.1.F112","best.average.response","101.5549"
"723","TAXOL + CFI-402257","M45.1.F112","slope","87.9619"
"724","TAXOL + CFI-402257","M45.1.F112","AUC","678.3048"
"725","TAXOL + CFI-402257","M45.1.F112","survival","47.0000"
"726","WATER","M5.1.F113","mRECIST","SD"
"727","WATER","M5.1.F113","best.average.response","2.4840"
"728","WATER","M5.1.F113","slope","64.4495"
"729","WATER","M5.1.F113","AUC","130.9360"
"730","WATER","M5.1.F113","survival","131.0000"
"731","CFI-400945","M15.1.F113","mRECIST","PD"
"732","CFI-400945","M15.1.F113","best.average.response","44.5089"
"733","CFI-400945","M15.1.F113","slope","83.6799"
"734","CFI-400945","M15.1.F113","AUC","264.2603"
"735","CFI-400945","M15.1.F113","survival","34.0000"
"736","WATER","M5.1.F114","mRECIST","PD"
"737","WATER","M5.1.F114","best.average.response","66.4725"
"738","WATER","M5.1.F114","slope","87.2399"
"739","WATER","M5.1.F114","AUC","578.5096"
"740","WATER","M5.1.F114","survival","45.0000"
"741","CFI-402257","M5.1.F117","mRECIST","SD"
"742","CFI-402257","M5.1.F117","best.average.response","2.6336"
"743","CFI-402257","M5.1.F117","slope","73.9865"
"744","CFI-402257","M5.1.F117","AUC","188.9163"
"745","CFI-402257","M5.1.F117","survival","109.0000"
"746","CFI-402257","M15.1.F118","mRECIST","PR"
"747","CFI-402257","M15.1.F118","best.average.response","-38.9537"
"748","CFI-402257","M15.1.F118","slope","-75.3362"
"749","CFI-402257","M15.1.F118","AUC","138.4000"
"750","CFI-402257","M15.1.F118","survival","48.0000"
"751","TAXOL","M25.1.F118","mRECIST","PR"
"752","TAXOL","M25.1.F118","best.average.response","-34.9105"
"753","TAXOL","M25.1.F118","slope","35.9869"
"754","TAXOL","M25.1.F118","AUC","101.4657"
"755","TAXOL","M25.1.F118","survival","98.0000"
"756","TAXOL + CFI-402257","M5.1.F119","mRECIST","SD"
"757","TAXOL + CFI-402257","M5.1.F119","best.average.response","-18.0982"
"758","TAXOL + CFI-402257","M5.1.F119","slope","-54.2648"
"759","TAXOL + CFI-402257","M5.1.F119","AUC","148.4010"
"760","TAXOL + CFI-402257","M5.1.F119","survival","136.0000"
"761","TAXOL + CFI-402257","M15.1.F121","mRECIST","PD"
"762","TAXOL + CFI-402257","M15.1.F121","best.average.response","46.5457"
"763","TAXOL + CFI-402257","M15.1.F121","slope","88.0112"
"764","TAXOL + CFI-402257","M15.1.F121","AUC","656.5049"
"765","TAXOL + CFI-402257","M15.1.F121","survival","19.0000"
"766","WATER","M5.1.F122","mRECIST","PD"
"767","WATER","M5.1.F122","best.average.response","30.6780"
"768","WATER","M5.1.F122","slope","83.9942"
"769","WATER","M5.1.F122","AUC","543.1409"
"770","WATER","M5.1.F122","survival","111.0000"
"771","CFI-400945","M15.2.F122","mRECIST","PR"
"772","CFI-400945","M15.2.F122","best.average.response","-53.0230"
"773","CFI-400945","M15.2.F122","slope","-69.0176"
"774","CFI-400945","M15.2.F122","AUC","67.2190"
"775","CFI-400945","M15.2.F122","survival","251.0000"
"776","CARBOPLATIN","M25.1.F122","mRECIST","SD"
"777","CARBOPLATIN","M25.1.F122","best.average.response","17.7355"
"778","CARBOPLATIN","M25.1.F122","slope","84.0207"
"779","CARBOPLATIN","M25.1.F122","AUC","460.0607"
"780","CARBOPLATIN","M25.1.F122","survival","42.0000"
"781","CFI-402257","M35.1.F122","mRECIST","SD"
"782","CFI-402257","M35.1.F122","best.average.response","-6.3648"
"783","CFI-402257","M35.1.F122","slope","84.0509"
"784","CFI-402257","M35.1.F122","AUC","435.8295"
"785","CFI-402257","M35.1.F122","survival","34.0000"
"786","BMN673","M45.1.F122","mRECIST","PD"
"787","BMN673","M45.1.F122","best.average.response","37.0972"
"788","BMN673","M45.1.F122","slope","84.3303"
"789","BMN673","M45.1.F122","AUC","316.3766"
"790","BMN673","M45.1.F122","survival","34.0000"
"791","CFI-400945","M5.1.F125","mRECIST","PD"
"792","CFI-400945","M5.1.F125","best.average.response","35.0967"
"793","CFI-400945","M5.1.F125","slope","67.6759"
"794","CFI-400945","M5.1.F125","AUC","173.5529"
"795","CFI-400945","M5.1.F125","survival","80.0000"
"796","WATER","M5.1.F126","mRECIST","SD"
"797","WATER","M5.1.F126","best.average.response","-19.7315"
"798","WATER","M5.1.F126","slope","-32.0789"
"799","WATER","M5.1.F126","AUC","144.8748"
"800","WATER","M5.1.F126","survival","203.0000"
"801","WATER","M25.1.F126","mRECIST","SD"
"802","WATER","M25.1.F126","best.average.response","10.4133"
"803","WATER","M25.1.F126","slope","83.7273"
"804","WATER","M25.1.F126","AUC","652.0438"
"805","WATER","M25.1.F126","survival","80.0000"
"806","CFI-402257","M35.1.F126","mRECIST","SD"
"807","CFI-402257","M35.1.F126","best.average.response","-6.5542"
"808","CFI-402257","M35.1.F126","slope","54.8026"
"809","CFI-402257","M35.1.F126","AUC","194.7218"
"810","CFI-402257","M35.1.F126","survival","70.0000"
"811","CX5461","M5.1.F128","mRECIST","PD"
"812","CX5461","M5.1.F128","best.average.response","28.6079"
"813","CX5461","M5.1.F128","slope","80.3705"
"814","CX5461","M5.1.F128","AUC","208.6927"
"815","CX5461","M5.1.F128","survival","36.0000"
"816","CFI-402257","M5.1.F130","mRECIST","PD"
"817","CFI-402257","M5.1.F130","best.average.response","33.5889"
"818","CFI-402257","M5.1.F130","slope","86.6505"
"819","CFI-402257","M5.1.F130","AUC","588.1842"
"820","CFI-402257","M5.1.F130","survival","34.0000"
"821","TAXOL + CFI-402257","M5.1.F131","mRECIST","CR"
"822","TAXOL + CFI-402257","M5.1.F131","best.average.response","-65.0108"
"823","TAXOL + CFI-402257","M5.1.F131","slope","-68.5293"
"824","TAXOL + CFI-402257","M5.1.F131","AUC","38.7683"
"825","TAXOL + CFI-402257","M5.1.F131","survival","156.0000"
"826","ERIBULIN","M5.1.F134","mRECIST","CR"
"827","ERIBULIN","M5.1.F134","best.average.response","-42.4783"
"828","ERIBULIN","M5.1.F134","slope","-58.1311"
"829","ERIBULIN","M5.1.F134","AUC","64.6994"
"830","ERIBULIN","M5.1.F134","survival","223.0000"
"831","WATER","M5.1.F136","mRECIST","PD"
"832","WATER","M5.1.F136","best.average.response","28.4474"
"833","WATER","M5.1.F136","slope","87.6915"
"834","WATER","M5.1.F136","AUC","711.8220"
"835","WATER","M5.1.F136","survival","50.0000"
"836","CFI-402257","M25.1.F136","mRECIST","PD"
"837","CFI-402257","M25.1.F136","best.average.response","18.6549"
"838","CFI-402257","M25.1.F136","slope","78.2649"
"839","CFI-402257","M25.1.F136","AUC","255.9342"
"840","CFI-402257","M25.1.F136","survival","28.0000"
"841","CFI-402257","M35.1.F136","mRECIST","PD"
"842","CFI-402257","M35.1.F136","best.average.response","107.9834"
"843","CFI-402257","M35.1.F136","slope","84.1220"
"844","CFI-402257","M35.1.F136","AUC","226.1064"
"845","CFI-402257","M35.1.F136","survival","21.0000"
"846","CFI-402257","M5.1.F138","mRECIST","PR"
"847","CFI-402257","M5.1.F138","best.average.response","-35.0304"
"848","CFI-402257","M5.1.F138","slope","-46.7584"
"849","CFI-402257","M5.1.F138","AUC","66.4344"
"850","CFI-402257","M5.1.F138","survival","468.0000"
"851","BMN673","M5.1.F139","mRECIST","SD"
"852","BMN673","M5.1.F139","best.average.response","-17.6471"
"853","BMN673","M5.1.F139","slope","-1.7165"
"854","BMN673","M5.1.F139","AUC","89.7062"
"855","BMN673","M5.1.F139","survival","66.0000"
"856","CFI-402257","M15.1.F139","mRECIST","PD"
"857","CFI-402257","M15.1.F139","best.average.response","39.8655"
"858","CFI-402257","M15.1.F139","slope","75.2766"
"859","CFI-402257","M15.1.F139","AUC","291.3614"
"860","CFI-402257","M15.1.F139","survival","66.0000"
"861","CDX-011","M5.1.F141","mRECIST","SD"
"862","CDX-011","M5.1.F141","best.average.response","10.2397"
"863","CDX-011","M5.1.F141","slope","80.2182"
"864","CDX-011","M5.1.F141","AUC","322.9777"
"865","CDX-011","M5.1.F141","survival","42.0000"
"866","CARBOPLATIN","M15.1.F141","mRECIST","SD"
"867","CARBOPLATIN","M15.1.F141","best.average.response","19.3181"
"868","CARBOPLATIN","M15.1.F141","slope","75.5425"
"869","CARBOPLATIN","M15.1.F141","AUC","225.6241"
"870","CARBOPLATIN","M15.1.F141","survival","42.0000"
"871","TAXOL","M5.1.F143","mRECIST","PD"
"872","TAXOL","M5.1.F143","best.average.response","22.1337"
"873","TAXOL","M5.1.F143","slope","74.4653"
"874","TAXOL","M5.1.F143","AUC","188.8975"
"875","TAXOL","M5.1.F143","survival","46.0000"
"876","WATER","M5.1.F146","mRECIST","PD"
"877","WATER","M5.1.F146","best.average.response","91.0691"
"878","WATER","M5.1.F146","slope","87.4114"
"879","WATER","M5.1.F146","AUC","840.6177"
"880","WATER","M5.1.F146","survival","90.0000"
"881","CARBOPLATIN","M15.1.F146","mRECIST","PR"
"882","CARBOPLATIN","M15.1.F146","best.average.response","-40.9622"
"883","CARBOPLATIN","M15.1.F146","slope","-60.4292"
"884","CARBOPLATIN","M15.1.F146","AUC","63.9440"
"885","CARBOPLATIN","M15.1.F146","survival","48.0000"
"886","CDX-011","M25.1.F146","mRECIST","PR"
"887","CDX-011","M25.1.F146","best.average.response","-31.1595"
"888","CDX-011","M25.1.F146","slope","-55.7444"
"889","CDX-011","M25.1.F146","AUC","93.5486"
"890","CDX-011","M25.1.F146","survival","127.0000"
"891","ERIBULIN","M35.1.F146","mRECIST","PR"
